0,2809
0,2810
1,2811
2,2812
3,2813
4,2814
5,2815
6,2816
6,2817
6,2818
7,2819
8,2820
8,2821
8,2822
9,2823
9,2824
9,2825
9,2826
6,2827
6,2828
6,2829
6,2830
6,2831
10,2832
6,2833
6,2834
6,2835
6,2836
6,2837
6,2838
6,2839
6,2840
6,2841
11,2842
6,2843
6,2844
6,2845
6,2846
2,2847
8,2848
6,2849
6,2850
6,2851
6,2852
6,2853
12,2854
6,2855
13,2856
6,2857
12,2858
12,2859
12,2860
6,2861
6,2862
14,2863
15,2864
16,2865
16,2866
16,2867
6,2868
2,2869
2,2870
6,2871
12,2872
6,2873
6,2874
2,2829
2,2875
6,2876
14,2877
6,2878
6,2879
6,2880
17,2881
18,2882
6,2883
19,2884
6,2885
6,2886
6,2887
6,2888
20,2889
21,2890
6,2891
6,2892
22,2893
6,2894
23,2895
6,2896
6,2897
24,2898
6,2899
25,2900
26,2901
25,2902
27,2903
28,2904
29,2905
2,2906
20,2907
16,2908
16,2909
2,2910
2,2911
30,2912
31,2913
32,2914
32,2915
6,2916
2,2917
33,2918
34,2919
35,2872
36,2920
12,2921
6,2922
16,2923
6,2924
37,2925
33,2926
6,2927
33,2928
6,2929
33,2930
33,2931
38,2932
33,2933
6,2934
6,2935
6,2936
6,2937
26,2938
39,2939
6,2940
6,2941
6,2942
40,2943
6,2944
6,2945
40,2946
40,2947
6,2948
40,2949
40,2950
6,2951
6,2952
40,2953
23,2954
6,2955
6,2956
41,2957
40,2958
6,2959
42,2960
6,2911
6,2961
40,2962
40,2963
40,2964
40,2965
40,2966
40,2967
40,2968
43,2969
40,2970
44,2971
35,2972
39,2973
40,2974
40,2975
40,2976
38,2977
45,2978
46,2979
6,2980
6,2981
47,2982
48,2983
42,2984
6,2985
6,2986
6,2987
6,2988
42,2989
49,2990
35,2991
40,2992
40,2993
48,2994
6,2995
6,2996
40,2997
6,2998
40,2999
6,3000
6,3001
31,3002
42,3003
6,3004
6,3005
6,3006
6,3007
16,3008
42,3009
6,3010
50,3011
6,3012
6,3013
51,3014
52,3015
53,3016
54,3017
54,3018
54,3019
54,3020
54,3021
54,3022
54,3023
54,3024
25,3025
55,3026
19,3027
56,3028
6,3029
57,3030
45,3031
39,3032
33,3033
58,3034
58,3035
58,3036
54,3037
59,3038
6,3039
44,3040
60,3041
61,3042
27,3043
39,3044
62,3015
6,3045
12,3046
12,3047
33,3048
33,3049
33,3050
63,3051
58,3052
64,3053
64,3054
65,3055
54,3056
66,3057
67,3058
68,3059
6,3060
6,3061
57,3062
69,3063
70,3064
69,3060
69,3065
69,3066
69,3067
69,3068
69,3069
69,3070
33,3071
70,3072
42,3073
71,3074
69,3075
69,3076
69,3077
69,3078
69,3079
69,3080
69,3081
27,3082
69,3083
69,3084
69,3085
69,3086
69,3087
69,3088
69,3089
69,3090
31,3091
6,3092
27,3093
69,3094
27,3095
69,2843
69,3096
69,3097
69,3098
69,2845
72,3099
6,3100
73,3101
27,3102
6,3103
6,3104
68,3105
6,3106
6,3107
6,3108
6,3109
74,3110
75,3111
27,3112
4,3113
76,3114
27,3115
4,3116
75,3117
4,3118
27,3119
77,3120
4,3121
77,3122
78,3123
4,3124
79,3125
4,3126
4,3127
12,3128
6,2917
6,3129
80,3130
81,3131
6,3132
6,3133
27,3134
27,3135
27,3136
56,3137
6,3138
27,3139
27,3140
27,3141
80,3142
56,3143
80,3144
80,3145
56,3146
80,3147
27,3148
80,3149
48,3150
30,3151
82,3152
80,3153
30,3154
80,3155
77,3156
83,3157
84,3158
80,3159
85,3160
85,3161
85,3162
86,3150
85,3163
87,3164
87,3165
88,3166
85,3167
85,3168
85,3169
85,3111
0,3170
77,3171
77,3172
77,3173
77,3174
77,3175
77,3176
77,3177
77,3178
77,3179
77,3180
85,3181
56,3182
89,3183
85,3184
85,3185
77,3186
77,3187
77,3188
80,3189
77,3190
77,3191
77,3192
77,3193
80,3194
77,3195
86,3196
26,3197
90,3198
73,3199
73,3119
31,3200
91,3201
33,3202
85,3203
85,3204
92,3205
6,3206
77,3207
12,3208
27,3209
73,3210
6,3211
93,3212
0,3213
73,3214
73,3215
92,3216
73,3217
80,3218
80,3219
80,3220
83,3221
94,3222
95,3223
73,3224
96,3225
0,3111
96,3226
0,3227
97,3228
98,3229
99,3230
98,3231
77,3232
77,3233
77,3234
100,3235
73,3147
22,3236
73,3237
73,3238
0,3239
73,3240
73,3241
101,3242
73,3243
102,3244
73,3245
101,3246
101,3247
12,3248
96,3249
101,3250
103,3251
102,3252
104,3253
97,3254
73,3255
73,3256
84,3257
84,3258
84,3259
105,3260
106,3261
107,3262
73,3263
12,3264
73,3265
73,3266
102,3267
80,3268
92,3269
73,3270
97,3271
97,3272
73,3273
73,3274
108,3275
73,3276
80,3277
77,3278
73,3279
12,3146
109,3280
109,3281
80,3165
88,3282
80,3283
80,3284
80,3285
110,3286
80,3287
100,3288
111,3231
12,3289
112,3290
6,3212
46,3291
46,3292
88,3293
68,3294
6,3295
46,3296
46,3297
6,3298
104,3299
6,3300
113,3301
114,3302
102,3303
115,3304
88,3305
94,3306
2,3307
73,3308
116,3309
6,3070
117,3310
117,3311
33,3312
116,3313
38,3314
117,3315
116,3316
77,3317
77,3318
6,3319
77,3320
77,3321
77,3322
77,3323
117,3324
77,3325
117,3326
105,3327
77,3328
116,3329
73,3330
116,3331
73,3332
73,3333
117,3334
73,3335
118,3336
119,3337
116,3338
116,2957
117,3339
116,3340
117,3341
116,3342
116,3343
116,3344
116,3345
6,3346
116,3347
80,3348
116,3349
116,2876
42,3350
33,3351
33,3352
66,3353
66,3354
92,3355
73,3356
2,3357
85,3358
73,3359
120,3360
12,3361
24,3362
85,3363
85,3364
85,3365
85,3366
85,3367
67,3368
117,3369
73,3370
117,3371
121,3372
6,3373
116,3374
121,3375
116,3376
117,3377
117,3378
6,3209
122,3379
33,3380
33,3381
33,3382
33,3383
6,3384
22,3385
85,3386
22,3387
117,3224
33,3388
116,3389
121,3390
6,3391
116,3392
116,3393
85,3394
123,3395
12,3396
124,3397
6,3398
117,3399
77,3400
93,3401
6,3402
6,3403
110,3404
73,3405
19,3406
19,3407
124,3408
125,3409
12,3410
126,3411
26,3412
73,3411
48,3397
85,3413
57,3058
117,3414
6,3415
116,3416
124,2992
116,3417
6,3418
127,3419
30,3420
6,3421
117,3422
117,3411
6,3423
116,3424
116,2892
105,3425
128,3426
129,3427
86,3428
130,3429
130,3430
124,3431
130,3432
13,3433
105,3434
20,3435
110,3436
131,3437
132,3438
20,3439
86,3440
110,3441
33,3442
131,3443
6,3444
6,3445
6,3446
77,3447
69,3132
69,3138
69,3100
69,2855
130,3448
6,3449
133,3450
131,3451
81,3452
131,3453
77,3454
69,3455
77,3456
20,3457
69,3458
69,3459
69,3460
69,3461
74,3462
42,3463
13,3464
134,3465
104,3466
135,3467
20,3468
20,3469
20,3470
20,3471
20,3472
20,3473
20,3474
20,3475
20,3476
20,3477
136,3478
20,3479
20,3480
20,3481
20,3482
76,3483
85,3484
80,3485
20,3486
80,3487
80,3488
80,2954
80,3489
6,3490
80,3491
80,3492
85,3493
80,3494
80,3495
114,3496
80,3111
80,3497
137,3498
89,3499
12,3500
85,3501
86,3502
139,3503
27,3504
139,3505
109,3506
139,3507
140,3508
85,3509
85,3510
20,3511
141,3512
66,3513
85,3514
80,3515
105,3516
19,3025
13,3517
136,3518
19,3519
143,3520
6,3521
13,3522
85,3523
6,3524
13,3525
19,3526
100,3527
100,3528
12,3529
144,3530
100,3531
12,3532
136,3533
85,3213
147,3534
148,3076
6,3096
58,3535
12,3266
117,3536
58,3537
58,3538
6,3539
58,3540
117,3541
6,3542
6,3404
6,3543
2,3544
12,3545
12,3546
12,3547
12,3548
6,3549
